Time_sec	X_C6H6
317	2.63E-05
318	2.52E-05
319	2.54E-05
320	1.75E-06
321	2.43E-06
322	2.97E-06
323	8.22E-06
324	8.27E-06
325	8.27E-06
326	1.12E-05
327	7.42E-06
328	5.57E-06
329	9.07E-06
330	1.16E-05
331	9.07E-06
332	1.48E-05
333	1.65E-05
334	2.14E-05
335	2.15E-05
336	8.69E-06
337	7.57E-06
338	9.14E-06
339	1.33E-05
340	2.21E-05
341	2.28E-05
342	1.25E-05
343	2.09E-05
344	1.20E-05
345	1.23E-05
346	1.10E-05
347	1.13E-05
348	1.08E-05
349	1.21E-05
350	1.25E-05
351	1.14E-05
352	9.81E-06
353	1.69E-05
354	9.18E-06
355	1.09E-05
356	1.35E-05
357	1.41E-05
358	1.49E-05
359	1.87E-05
360	3.54E-05
361	1.64E-05
362	1.48E-05
363	1.40E-05
364	1.41E-05
365	1.28E-05
366	1.49E-05
367	2.10E-05
368	2.03E-05
369	1.62E-05
370	2.65E-05
371	2.09E-05
372	1.96E-05
373	2.13E-05
374	2.20E-05
375	2.61E-05
376	2.96E-05
377	3.37E-05
378	3.98E-05
379	3.56E-05
380	3.95E-05
381	4.53E-05
382	5.03E-05
383	5.64E-05
384	6.12E-05
385	6.60E-05
386	7.76E-05
387	7.73E-05
388	8.38E-05
389	8.96E-05
390	9.01E-05
391	8.40E-05
392	9.96E-05
393	8.29E-05
394	8.63E-05
395	8.51E-05
396	8.17E-05
397	8.01E-05
398	8.79E-05
399	8.92E-05
400	8.64E-05
401	8.90E-05
402	8.36E-05
403	8.70E-05
404	9.65E-05
405	0.000108224
406	0.000119144
407	0.000129316
408	0.000141059
409	0.000151214
410	0.000163861
411	0.000163769
412	0.000187439
413	0.000197037
414	0.000206038
415	0.000216723
416	0.000221787
417	0.000235464
418	0.000244084
419	0.00025632
420	0.000259978
421	0.000264173
422	0.000272852
423	0.000276926
424	0.000287835
425	0.000297867
426	0.000304475
427	0.000309578
428	0.00031686
429	0.00032387
430	0.000326001
431	0.000327171
432	0.000331069
433	0.000314961
434	0.000349106
435	0.000359093
436	0.000362319
437	0.000367972
438	0.000378694
439	0.000378301
440	0.000384248
441	0.000383592
442	0.000387416
443	0.000395628
444	0.000394596
445	0.000398582
446	0.00040091
447	0.000406068
448	0.000413346
449	0.00041699
450	0.00042178
451	0.000421386
452	0.000419863
453	0.000420817
454	0.000420402
455	0.00042049
456	0.000423513
457	0.000424685
458	0.000419939
459	0.000416891
460	0.000414766
461	0.000416994
462	0.000418058
463	0.00041276
464	0.000408934
465	0.000404668
466	0.000401081
467	0.000395515
468	0.000390276
469	0.000381607
470	0.000374467
471	0.000367088
472	0.000358056
473	0.000350804
474	0.000345353
475	0.000340072
476	0.000332164
477	0.000324241
478	0.000320357
479	0.000313837
480	0.000305615
481	0.000294865
482	0.000286758
483	0.000274106
484	0.000267927
485	0.000259354
486	0.000255777
487	0.000252069
488	0.000245816
489	0.000243893
490	0.000236223
491	0.000230735
492	0.000224752
493	0.000223375
494	0.000220369
495	0.000213611
496	0.000207965
497	0.000208677
498	0.000199494
499	0.000199667
500	0.00019555
501	0.00019661
502	0.000197333
503	0.000203813
504	0.000221068
505	0.000220842
506	0.000238773
507	0.000260758
508	0.000271481
509	0.000271334
510	0.000268993
511	0.000267196
512	0.000269672
513	0.000270652
514	0.000267783
515	0.00026651
516	0.000263441
517	0.00025576
518	0.000252599
519	0.00025092
520	0.000240622
521	0.000230327
522	0.00023856
523	0.000230933
524	0.000221884
525	0.000208096
526	0.000212399
527	0.000211786
528	0.000203396
529	0.000198481
530	0.000192282
531	0.000192863
532	0.000186477
533	0.000184489
534	0.000177291
535	0.000178423
536	0.000179373
537	0.000179067
538	0.00017081
539	0.000176684
540	0.00017124
541	0.000161591
542	0.000164418
543	0.000160814
544	0.000162016
545	0.000170165
546	0.000169056
547	0.000169267
548	0.000171483
549	0.000183504
550	0.000193038
551	0.000204095
552	0.000210994
553	0.000211579
554	0.000216377
555	0.00021514
556	0.000223754
557	0.000222217
558	0.000224567
559	0.000230445
560	0.000232906
561	0.000235826
562	0.000235265
563	0.000228037
564	0.000227807
565	0.000225041
566	0.000225199
567	0.000224896
568	0.000221923
569	0.000224162
570	0.000224751
571	0.000223284
572	0.000220448
573	0.000220484
574	0.000217213
575	0.000207811
576	0.00019959
577	0.000194057
578	0.000190021
579	0.000187246
580	0.000190057
581	0.000187282
582	0.000189481
583	0.000191899
584	0.000189274
585	0.000195542
586	0.000206895
587	0.000210025
588	0.000217255
589	0.000225623
590	0.000226584
591	0.000225867
592	0.000229097
593	0.000235995
594	0.000239905
595	0.000240972
596	0.000240601
597	0.000243339
598	0.000243348
599	0.000233342
600	0.000209474
601	0.000215118
602	0.00020799
603	0.000204507
604	0.000201302
605	0.000200426
606	0.000200776
607	0.000200286
608	0.000199601
609	0.00019896
610	0.000198821
611	0.000197757
612	0.000194853
613	0.000193383
614	0.000192406
615	0.000189756
616	0.000188517
617	0.000186122
618	0.000186608
619	0.000185118
620	0.000182245
621	0.000179436
622	0.000177169
623	0.000175073
624	0.000172894
625	0.000171544
626	0.000169472
627	0.000165325
628	0.000164411
629	0.000157348
630	0.000156006
631	0.000150071
632	0.000150718
633	0.000151883
634	0.00014923
635	0.000147649
636	0.000142905
637	0.000140002
638	0.00014096
639	0.000137943
640	0.000135109
641	0.000132036
642	0.000128956
643	0.000127514
644	0.000125849
645	0.000123738
646	0.000121064
647	0.000120525
648	0.000118178
649	0.000113731
650	0.000110685
651	0.000109525
652	0.000109459
653	0.000107581
654	0.000107528
655	0.000105076
656	0.000102968
657	0.00010059
658	9.82E-05
659	9.71E-05
660	9.43E-05
661	9.66E-05
662	9.61E-05
663	8.95E-05
664	8.99E-05
665	8.73E-05
666	8.59E-05
667	8.62E-05
668	8.55E-05
669	8.54E-05
670	8.84E-05
671	8.79E-05
672	8.05E-05
673	7.96E-05
674	7.81E-05
675	7.68E-05
676	7.58E-05
677	7.55E-05
678	7.76E-05
679	7.31E-05
680	7.33E-05
681	7.23E-05
682	7.20E-05
683	7.21E-05
684	7.41E-05
685	6.91E-05
686	6.92E-05
687	6.73E-05
688	6.56E-05
689	7.18E-05
690	6.37E-05
691	6.35E-05
692	6.31E-05
693	6.22E-05
694	6.51E-05
695	6.72E-05
696	6.39E-05
697	5.90E-05
698	5.94E-05
699	5.93E-05
700	6.20E-05
701	6.27E-05
702	6.24E-05
703	6.22E-05
704	6.45E-05
705	6.11E-05
706	6.00E-05
707	5.69E-05
708	5.76E-05
709	5.94E-05
710	6.38E-05
711	6.22E-05
712	5.67E-05
713	5.78E-05
714	5.75E-05
715	5.82E-05
716	5.96E-05
717	6.13E-05
718	6.65E-05
719	6.45E-05
720	5.93E-05
721	5.86E-05
722	5.86E-05
723	6.00E-05
724	6.05E-05
725	6.57E-05
726	6.51E-05
727	6.25E-05
728	6.18E-05
729	6.21E-05
730	6.18E-05
731	6.76E-05
732	6.40E-05
733	6.34E-05
734	6.40E-05
735	6.02E-05
736	5.96E-05
737	5.93E-05
738	5.90E-05
739	5.89E-05
740	5.98E-05
741	6.27E-05
742	6.51E-05
743	6.48E-05
744	6.75E-05
745	6.77E-05
746	6.68E-05
747	6.39E-05
748	5.82E-05
749	5.82E-05
750	5.91E-05
751	6.03E-05
752	6.04E-05
753	6.25E-05
754	6.44E-05
755	6.51E-05
756	6.42E-05
757	6.23E-05
758	6.16E-05
759	6.17E-05
760	6.55E-05
761	6.62E-05
762	5.94E-05
763	6.76E-05
764	6.35E-05
765	6.44E-05
766	6.28E-05
767	6.19E-05
768	7.61E-05
769	6.38E-05
770	6.49E-05
771	7.72E-05
772	6.85E-05
773	7.44E-05
774	6.62E-05
775	6.66E-05
776	6.62E-05
777	7.09E-05
778	6.64E-05
779	6.68E-05
780	6.71E-05
781	7.65E-05
782	6.93E-05
783	7.44E-05
784	6.78E-05
785	6.58E-05
786	6.73E-05
787	6.91E-05
788	6.53E-05
789	6.64E-05
790	8.65E-05
791	7.34E-05
792	6.78E-05
793	7.04E-05
794	6.93E-05
795	6.98E-05
796	6.95E-05
797	6.95E-05
798	6.88E-05
799	7.08E-05
800	6.96E-05
801	6.70E-05
802	6.77E-05
803	7.01E-05
804	7.00E-05
805	6.74E-05
806	6.94E-05
807	6.88E-05
808	6.69E-05
809	7.11E-05
810	6.95E-05
811	7.27E-05
812	7.12E-05
813	7.22E-05
814	7.21E-05
815	7.16E-05
816	7.47E-05
817	7.05E-05
818	7.29E-05
819	7.36E-05
820	7.07E-05
821	6.14E-05
822	7.32E-05
823	7.75E-05
824	7.69E-05
825	7.71E-05
826	7.68E-05
827	7.66E-05
828	7.63E-05
829	7.63E-05
830	7.62E-05
831	7.64E-05
832	7.26E-05
833	7.78E-05
834	7.45E-05
835	7.54E-05
836	7.44E-05
837	7.90E-05
838	7.85E-05
839	7.93E-05
840	7.86E-05
841	7.73E-05
842	7.67E-05
843	2.23E-20
844	7.54E-05
845	7.67E-05
846	8.11E-05
847	7.54E-05
848	7.44E-05
849	7.29E-05
850	7.63E-05
851	7.80E-05
852	7.97E-05
853	7.74E-05
854	7.68E-05
855	7.29E-05
856	7.41E-05
857	7.58E-05
858	7.94E-05
859	7.63E-05
860	7.45E-05
861	7.48E-05
862	7.38E-05
863	7.51E-05
864	7.69E-05
865	7.98E-05
866	8.10E-05
867	7.96E-05
868	7.79E-05
869	7.65E-05
870	7.77E-05
871	7.92E-05
872	8.48E-05
873	0.000101654
874	0.00014753
875	9.93E-05
876	9.87E-05
877	9.20E-05
878	8.89E-05
879	8.61E-05
880	8.64E-05
881	8.40E-05
882	8.61E-05
883	8.61E-05
884	8.82E-05
885	8.74E-05
886	8.54E-05
887	9.00E-05
888	8.56E-05
889	8.78E-05
890	8.35E-05
891	8.56E-05
892	8.57E-05
893	8.50E-05
894	8.58E-05
895	8.58E-05
896	8.72E-05
897	8.70E-05
898	8.65E-05
899	8.37E-05
900	8.68E-05
901	8.41E-05
902	8.64E-05
903	8.74E-05
904	8.75E-05
905	8.83E-05
