Time_sec	X_CH4
340.266	0.006356701
342.266	0.006767981
344.266	0.006915422
346.266	0.007061502
350.266	0.006903428
352.266	0.007080032
354.266	0.006771831
356.266	0.006749275
360.266	0.006670913
362.266	0.006755259
364.266	0.006640602
366.266	0.00653322
370.266	0.006843846
372.266	0.006628237
374.266	0.006419403
376.266	0.006402741
380.266	0.006259462
382.266	0.006208686
384.266	0.00642948
386.266	0.006307169
390.266	0.006251358
392.266	0.006311396
394.266	0.005723004
396.266	0.005696804
400.266	0.005542476
402.266	0.005563262
404.266	0.005782285
406.266	0.005546555
410.266	0.004952716
412.266	0.00459906
414.266	0.004337264
416.266	0.004498807
420.266	0.004847731
422.266	0.004236797
424.266	0.004605028
426.266	0.004629152
430.266	0.00480422
432.266	0.004772629
434.266	0.005231068
436.266	0.005239034
440.266	0.005383575
442.266	0.005354601
444.266	0.00515875
446.266	0.004984514
450.266	0.005471435
452.266	0.005041282
454.266	0.004934613
456.266	0.00498199
460.266	0.004918316
462.266	0.004841166
464.266	0.004721448
468.266	0.004750151
470.266	0.004772392
472.266	0.004642903
474.266	0.004610307
478.266	0.004454823
480.266	0.005083893
482.266	0.004824641
486.266	0.004569434
488.266	0.004552124
490.266	0.004273097
492.266	0.005094849
496.266	0.005748034
498.266	0.005644444
500.266	0.006029402
504.266	0.0066977
506.266	0.006981939
508.266	0.007547237
510.266	0.007160127
514.266	0.007225742
516.266	0.006882933
518.266	0.006390684
522.266	0.006786183
524.266	0.006558804
526.266	0.006082286
528.266	0.006452926
532.266	0.006326675
534.266	0.006256258
536.266	0.007083936
540.266	0.006853503
542.266	0.006862677
544.266	0.007027152
546.266	0.007062289
550.266	0.007489263
552.266	0.007270125
554.266	0.007668935
558.266	0.007883215
560.266	0.007491512
562.266	0.007737009
566.266	0.007326679
568.266	0.007941695
570.266	0.007764278
572.266	0.008211903
576.266	0.008075096
578.266	0.008295146
580.266	0.008651262
584.266	0.008402526
586.266	0.008931879
588.266	0.009089936
592.266	0.009040167
594.266	0.009232671
596.266	0.009607325
600.266	0.010402821
602.266	0.010947377
604.266	0.01179843
608.266	0.012306915
610.266	0.01260283
612.266	0.012846744
616.266	0.013054213
618.266	0.013014825
620.266	0.013869522
624.266	0.014243132
626.266	0.014195137
628.266	0.014293879
632.266	0.01476212
634.266	0.014926105
636.266	0.015424685
638.266	0.01540274
642.266	0.015129341
644.266	0.014591609
648.266	0.015178981
650.266	0.014584441
652.266	0.01484081
656.266	0.014774145
658.266	0.015281999
660.266	0.015692471
664.266	0.01529051
666.266	0.015729257
668.266	0.015640275
672.266	0.015766263
674.266	0.015839152
676.266	0.015797716
680.266	0.015332233
682.266	0.015584737
684.266	0.015637149
688.266	0.015622711
690.266	0.015230885
692.266	0.015499597
696.266	0.015056037
698.266	0.015045955
700.266	0.014969622
704.266	0.014817121
706.266	0.016051612
710.266	0.015983668
712.266	0.015957042
714.266	0.015897899
718.266	0.01579166
720.266	0.016337624
722.266	0.015785879
726.266	0.01584904
728.266	0.016168454
732.266	0.015985279
734.266	0.016179387
736.266	0.016122774
740.266	0.016065122
742.266	0.016172611
744.266	0.016348499
748.266	0.016323321
750.266	0.016423398
754.266	0.016482277
756.266	0.016745061
758.266	0.016926874
762.266	0.01733879
764.266	0.017424528
766.266	0.017512502
770.266	0.017732049
772.266	0.017449319
776.266	0.017268883
778.266	0.017570338
780.266	0.01773973
784.266	0.017872042
786.266	0.017918858
790.266	0.018319401
792.266	0.018514482
794.266	0.017655971
798.266	0.018030153
800.266	0.017480093
804.266	0.017296451
806.266	0.016949352
808.266	0.016469232
812.266	0.016055715
814.266	0.015586573
816.266	0.015002659
820.266	0.014639907
822.266	0.014119332
826.266	0.013908382
828.266	0.01344492
832.266	0.012294569
834.266	0.011657882
836.266	0.011695147
840.266	0.010676882
842.266	0.010226057
846.266	0.009830375
848.266	0.009487358
850.266	0.008939623
854.266	0.008776427
856.266	0.008872109
860.266	0.008193051
862.266	0.008091654
866.266	0.007660294
868.266	0.007131535
870.266	0.006783406
874.266	0.006260054
876.266	0.00560288
880.266	0.005088227
882.266	0.004576808
884.266	0.00368324
888.266	0.003330122
890.266	0.002771391
894.266	0.00273775
896.266	0.002485724
898.266	0.002149001
902.266	0.001385228
904.266	0.001862668
908.266	0.001516495
910.266	0.001550826
914.266	0.001099674
916.266	0.001184348
918.266	0.00130933
922.266	0.001365708
924.266	0.001094112
928.266	0.001181113
930.266	0.001093514
934.266	0.000971701
936.266	0.001266823
940.266	0.001051432
942.266	0.001035567
944.266	0.001013736
948.266	0.001200318
950.266	0.001121642
954.266	0.001229624
956.266	0.001158602
960.266	0.001016296
962.266	0.00089785
966.266	0.000924656
968.266	0.000910034
972.266	0.001294555
974.266	0.000942755
976.266	0.00101619
980.266	0.00103994
982.266	0.00112145
986.266	0.001309143
988.266	0.001024079
992.266	0.001279851
994.266	0.001055281
996.266	0.000989033
1000.266	0.00102794
1002.266	0.001091502
1006.266	0.001155137
1008.266	0.001336749
1012.266	0.001076917
1014.266	0
1018.266	0
1020.266	0
1024.266	0
1026.266	0
1030.266	0
1032.266	0
1036.266	0
1038.266	0
1042.266	0
1044.266	0
1048.266	0
1050.266	0
1054.266	0
1056.266	0
1058.266	0
1062.266	0
1064.266	0
1068.266	0
1070.266	0
1074.266	0
1076.266	0
1080.266	0
1082.266	0
1086.266	0
1088.266	0
1092.266	0
1094.266	0
1098.266	0
1100.266	0
1104.266	0
1106.266	0
1110.266	0
1112.266	0
1116.266	0
1118.266	0
1122.266	0
1124.266	0
1128.266	0
1130.266	0
1134.266	0
1136.266	0
1140.266	0
1142.266	0
1146.266	0
1150.266	0
1152.266	0
1156.266	0
1158.266	0
1162.266	0
1164.266	0
1168.266	0
1170.266	0
1174.266	0
1176.266	0
1180.266	0
1182.266	0
1186.266	0
1188.266	0
1192.266	0
1194.266	0
1198.266	0
1200.266	0
1204.266	0
1208.266	0
1210.266	0
1214.266	0
1216.266	0
