Time_sec	X_C6H6
154	4.41E-06
155	2.07E-07
156	4.34E-06
157	4.72E-06
158	4.22E-06
159	4.28E-06
160	3.76E-10
161	4.22E-06
162	3.54E-09
163	4.87E-09
164	2.15E-06
165	2.59E-07
166	2.16E-09
167	1.76E-09
168	5.27E-06
169	4.44E-06
170	3.64E-06
171	1.50E-11
172	4.98E-06
173	5.09E-06
174	5.33E-06
175	3.96E-06
176	2.60E-08
177	1.60E-10
178	5.65E-06
179	5.93E-06
180	2.18E-06
181	5.53E-06
182	4.69E-12
183	5.22E-06
184	4.25E-06
185	5.10E-06
186	5.65E-06
187	5.26E-06
188	2.60E-06
189	5.43E-06
190	5.51E-06
191	5.85E-06
192	1.37E-07
193	6.12E-06
194	5.01E-06
195	2.49E-06
196	1.42E-06
197	5.85E-06
198	5.62E-06
199	8.35E-07
200	4.27E-06
201	4.74E-06
202	8.35E-06
203	5.68E-06
204	5.49E-06
205	9.00E-06
206	6.38E-06
207	6.23E-06
208	6.11E-06
209	2.77E-06
210	1.84E-06
211	4.99E-06
212	7.63E-07
213	9.76E-06
214	1.07E-05
215	7.35E-06
216	1.47E-08
217	4.86E-06
218	3.34E-06
219	2.91E-10
220	2.10E-11
221	7.23E-06
222	4.23E-06
223	8.33E-06
224	7.79E-06
225	6.33E-06
226	6.91E-06
227	6.53E-06
228	6.56E-06
229	4.94E-13
230	1.42E-08
231	6.66E-06
232	1.13E-05
233	1.06E-05
234	1.22E-05
235	1.21E-05
236	9.71E-06
237	5.16E-06
238	7.84E-06
239	2.17E-07
240	6.61E-06
241	7.43E-06
242	6.84E-06
243	2.63E-07
244	1.33E-11
245	5.03E-06
246	1.42E-06
247	7.40E-06
248	9.47E-06
249	5.95E-11
250	2.56E-07
251	8.20E-06
252	8.67E-06
253	1.11E-05
254	9.69E-06
255	8.45E-06
256	6.01E-06
257	3.68E-06
258	5.99E-06
259	6.28E-06
260	6.57E-06
261	5.95E-06
262	1.35E-09
263	3.05E-06
264	2.03E-06
265	2.34E-07
266	2.14E-06
267	3.07E-06
268	6.95E-07
269	4.64E-06
270	8.16E-07
271	4.95E-06
272	3.95E-06
273	5.28E-06
274	3.96E-06
275	4.41E-06
276	7.54E-06
277	8.63E-06
278	9.80E-06
279	6.20E-06
280	6.69E-06
281	7.88E-06
282	5.45E-06
283	7.06E-06
284	5.97E-06
285	5.21E-06
286	2.87E-06
287	7.69E-06
288	7.39E-06
289	5.82E-06
290	3.72E-06
291	3.80E-06
292	6.05E-06
293	5.42E-06
294	3.10E-06
295	3.98E-06
296	2.82E-06
297	3.53E-06
298	1.50E-07
299	9.62E-13
300	4.44E-20
301	1.56E-06
302	3.11E-06
303	8.81E-07
304	7.60E-07
305	1.22E-06
306	3.91E-06
307	1.64E-06
308	8.02E-07
309	1.59E-09
310	7.42E-14
311	2.77E-06
312	5.78E-06
313	2.40E-06
314	1.61E-06
315	1.83E-06
316	4.49E-08
317	3.17E-06
318	9.29E-11
319	3.99E-07
320	5.81E-07
321	1.66E-06
322	2.37E-06
323	5.37E-06
324	3.15E-06
325	4.21E-06
326	5.64E-06
327	7.49E-06
328	7.92E-06
329	7.33E-06
330	7.14E-06
331	5.18E-06
332	7.45E-06
333	7.92E-06
334	1.02E-05
335	5.48E-06
336	4.99E-06
337	3.95E-06
338	2.94E-06
339	9.90E-06
340	1.01E-05
341	9.38E-06
342	4.25E-06
343	2.22E-20
344	8.39E-11
345	2.75E-08
346	4.54E-18
347	2.66E-06
348	4.54E-06
349	9.83E-07
350	5.48E-06
351	2.12E-06
352	3.86E-06
353	3.95E-06
354	3.17E-06
355	4.44E-20
356	4.76E-06
357	4.49E-06
358	5.79E-06
359	3.52E-06
360	1.70E-06
361	6.30E-06
362	7.30E-06
363	2.62E-06
364	4.73E-06
365	1.48E-06
366	4.33E-06
367	5.13E-06
368	7.33E-06
369	4.65E-06
370	8.18E-06
371	7.11E-06
372	6.98E-06
373	7.42E-06
374	8.75E-06
375	1.10E-05
376	1.11E-05
377	1.11E-05
378	1.67E-05
379	2.14E-05
380	2.67E-05
381	2.85E-05
382	2.80E-05
383	3.47E-05
384	3.22E-05
385	2.53E-05
386	2.71E-05
387	2.99E-05
388	2.51E-05
389	1.73E-05
390	1.41E-05
391	2.20E-05
392	4.30E-05
393	6.24E-05
394	8.36E-05
395	0.000113018
396	0.000132698
397	0.000110337
398	0.000110629
399	0.000122843
400	0.000146182
401	0.00017206
402	0.000184372
403	0.000167234
404	0.000138258
405	0.000108195
406	8.15E-05
407	9.40E-05
408	0.000102261
409	0.000132502
410	0.000169707
411	0.000194084
412	0.000272318
413	0.000263056
414	0.000252527
415	0.00023889
416	0.000254521
417	0.000227568
418	0.000195541
419	0.000194256
420	0.000185811
421	0.000179118
422	0.000216957
423	0.000223537
424	0.000270763
425	0.00031192
426	0.000349044
427	0.000376458
428	0.000397491
429	0.000393208
430	0.000383771
431	0.000369451
432	0.000362415
433	0.00036304
434	0.000378855
435	0.000376915
436	0.000381569
437	0.000390543
438	0.000386809
439	0.000391797
440	0.000399643
441	0.000415216
442	0.00042476
443	0.000427043
444	0.000434118
445	0.000440192
446	0.000439783
447	0.000441761
448	0.000442046
449	0.000451822
450	0.000479283
451	0.00049833
452	0.000506755
453	0.000524538
454	0.000543576
455	0.000554847
456	0.000574281
457	0.000594036
458	0.000616536
459	0.000644798
460	0.000671315
461	0.000690638
462	0.000705867
463	0.00072785
464	0.000744171
465	0.000764114
466	0.000780635
467	0.000803946
468	0.000815186
469	0.000838074
470	0.000849086
471	0.00087267
472	0.000889229
473	0.000914896
474	0.000919834
475	0.000930027
476	0.000948954
477	0.000968127
478	0.000976134
479	0.000990255
480	0.001019674
481	0.001036065
482	0.001048242
483	0.001063066
484	0.001081374
485	0.001099057
486	0.001111139
487	0.001121933
488	0.001139041
489	0.001160576
490	0.00118522
491	0.001210505
492	0.001240479
493	0.001269741
494	0.001299641
495	0.001339694
496	0.001384594
497	0.001428668
498	0.001470951
499	0.001520801
500	0.001550429
501	0.001588858
502	0.001617115
503	0.001649567
504	0.001684367
505	0.001715255
506	0.001738661
507	0.001750056
508	0.001773578
509	0.001778451
510	0.001789644
511	0.001792149
512	0.001810683
513	0.001809835
514	0.001809255
515	0.001815244
516	0.001820347
517	0.0018168
518	0.001813976
519	0.001811897
520	0.001814692
521	0.001818094
522	0.001817787
523	0.001816931
524	0.001813115
525	0.001810053
526	0.001819969
527	0.001817516
528	0.0018131
529	0.00180959
530	0.00182226
531	0.001823892
532	0.001815107
533	0.001807917
534	0.001808363
535	0.001819099
536	0.001822963
537	0.001820665
538	0.001817869
539	0.001825821
540	0.001835643
541	0.001838437
542	0.001843545
543	0.001837986
544	0.001839661
545	0.00184232
546	0.001854863
547	0.001857625
548	0.001860948
549	0.001866783
550	0.001879813
551	0.00188919
552	0.001897464
553	0.00190637
554	0.001922017
555	0.001929159
556	0.001930997
557	0.001929138
558	0.001933813
559	0.001936957
560	0.001940425
561	0.001942028
562	0.001942205
563	0.001945645
564	0.001953832
565	0.001968619
566	0.001970283
567	0.001979381
568	0.001989735
569	0.001994443
570	0.001995572
571	0.001996302
572	0.002001819
573	0.001994059
574	0.001993146
575	0.001994976
576	0.001996922
577	0.002003468
578	0.002019937
579	0.002021512
580	0.00201817
581	0.002012411
582	0.002013534
583	0.002011917
584	0.002004961
585	0.001999741
586	0.00199536
587	0.001988262
588	0.001998046
589	0.00198757
590	0.001980676
591	0.001971558
592	0.001981772
593	0.001970355
594	0.00195462
595	0.001958393
596	0.001946882
597	0.001931671
598	0.001917592
599	0.001899344
600	0.0018798
601	0.001866354
602	0.001858505
603	0.001833538
604	0.001825366
605	0.001818974
606	0.001799538
607	0.001783314
608	0.001766205
609	0.0017649
610	0.001759148
611	0.001744538
612	0.001729188
613	0.001724955
614	0.001706016
615	0.001681385
616	0.001662561
617	0.001634405
618	0.001610399
619	0.001586603
620	0.001569794
621	0.001547473
622	0.001523547
623	0.00150001
624	0.001472161
625	0.001446317
626	0.001418927
627	0.001390456
628	0.001364231
629	0.001334922
630	0.001307538
631	0.001278789
632	0.001243409
633	0.001214107
634	0.001185979
635	0.001157056
636	0.001127524
637	0.001098575
638	0.001068161
639	0.001038013
640	0.001009245
641	0.000976655
642	0.000946974
643	0.000918014
644	0.000889047
645	0.000860778
646	0.000830356
647	0.000804086
648	0.000773953
649	0.000746233
650	0.000718362
651	0.000691667
652	0.000663657
653	0.000636362
654	0.000611316
655	0.00058502
656	0.000560945
657	0.000535904
658	0.000512975
659	0.000491676
660	0.000470639
661	0.000448471
662	0.000427958
663	0.000406425
664	0.000385751
665	0.000365944
666	0.000347867
667	0.000327563
668	0.000307888
669	0.000290394
670	0.000273885
671	0.000255242
672	0.000238725
673	0.000225274
674	0.000208332
675	0.000193228
676	0.000180163
677	0.000166319
678	0.000155073
679	0.00014414
680	0.000134878
681	0.000130893
682	0.000105825
683	9.78E-05
684	8.62E-05
685	7.80E-05
686	7.04E-05
687	6.20E-05
688	5.66E-05
689	4.86E-05
690	4.32E-05
691	4.21E-05
692	3.80E-05
693	3.36E-05
694	3.35E-05
695	3.61E-05
696	2.64E-05
697	2.22E-05
698	2.23E-05
699	2.24E-05
700	1.90E-05
701	1.31E-05
702	1.20E-05
703	1.04E-05
704	1.10E-05
705	7.77E-06
706	5.29E-06
707	7.28E-06
708	7.40E-06
709	1.00E-05
710	1.01E-05
711	4.63E-06
712	4.21E-06
713	1.06E-06
714	2.22E-20
715	4.44E-20
716	9.99E-12
717	6.31E-12
718	1.35E-07
719	3.09E-06
720	5.44E-06
721	6.19E-06
722	7.34E-06
723	2.20E-07
724	1.18E-06
725	3.98E-10
726	4.44E-20
727	4.44E-20
728	4.44E-20
729	4.44E-20
730	4.44E-20
731	4.44E-20
732	1.07E-16
733	5.81E-17
734	4.43E-20
735	1.45E-08
736	1.16E-08
737	3.55E-07
738	1.32E-10
739	4.19E-10
740	4.44E-20
741	1.37E-09
742	2.91E-14
743	1.15E-10
744	1.38E-10
745	2.22E-13
746	1.64E-11
747	1.55E-19
748	9.32E-14
749	2.85E-10
750	1.43E-10
751	2.83E-15
752	5.07E-14
753	1.22E-10
754	6.95E-11
755	9.08E-11
756	9.19E-12
757	5.55E-11
758	1.34E-10
759	1.57E-13
760	3.03E-16
761	8.35E-11
762	1.09E-14
763	9.01E-16
764	5.97E-09
765	4.44E-20
766	4.44E-20
767	7.37E-09
768	4.17E-19
769	3.48E-09
770	1.41E-09
771	3.39E-11
772	6.26E-10
773	2.22E-20
774	2.58E-09
775	2.71E-20
776	3.33E-09
777	1.01E-06
778	7.11E-11
779	7.30E-07
780	1.40E-06
781	5.38E-16
782	2.56E-16
783	3.81E-13
784	1.47E-14
785	2.40E-06
786	1.31E-06
787	7.74E-10
788	2.58E-11
789	3.49E-06
790	7.23E-17
791	1.05E-09
792	8.14E-11
793	1.81E-06
794	5.56E-06
795	5.43E-06
796	2.66E-07
797	2.65E-06
798	7.06E-06
799	8.69E-06
800	8.73E-06
801	7.70E-06
802	8.15E-06
803	8.68E-06
804	9.51E-06
805	5.55E-06
806	4.62E-06
807	2.46E-06
808	2.76E-06
809	6.00E-06
810	2.44E-06
811	5.97E-06
812	9.99E-06
813	9.52E-06
814	1.71E-05
815	1.01E-05
816	1.93E-05
817	7.43E-06
818	8.23E-06
819	7.30E-06
820	7.24E-06
821	8.23E-06
822	4.36E-06
823	1.73E-06
824	4.94E-06
825	6.49E-06
826	4.16E-06
827	7.94E-07
828	4.56E-06
829	3.16E-06
830	5.62E-06
831	5.12E-08
832	2.19E-06
833	3.44E-07
834	2.56E-06
835	4.44E-20
836	2.65E-08
837	4.44E-20
838	2.91E-12
839	6.91E-10
840	7.55E-17
841	2.56E-09
842	5.52E-10
843	3.38E-09
844	1.88E-10
845	1.91E-09
846	7.44E-12
847	1.10E-08
848	2.60E-17
849	2.22E-20
850	7.04E-07
851	2.50E-06
852	4.44E-20
853	4.31E-10
854	8.60E-09
855	4.44E-20
856	6.31E-11
857	3.25E-07
858	3.28E-07
859	7.08E-07
860	6.27E-06
861	8.13E-06
862	6.84E-06
863	7.93E-06
864	7.74E-06
865	7.08E-06
866	6.02E-06
867	6.60E-06
868	5.16E-06
869	5.58E-06
870	4.73E-06
871	2.54E-06
872	6.51E-07
873	1.86E-12
874	3.02E-06
875	5.59E-07
876	2.91E-09
877	2.80E-07
878	1.64E-06
879	2.53E-06
880	5.68E-06
881	4.47E-06
882	3.27E-06
883	9.24E-06
884	6.32E-06
885	5.24E-06
886	5.39E-06
887	2.34E-06
888	3.11E-06
889	3.52E-06
890	4.24E-06
891	3.37E-06
892	4.44E-20
893	6.93E-07
894	9.63E-06
895	1.44E-05
896	1.38E-05
897	1.49E-05
898	1.12E-05
899	9.24E-06
900	9.48E-06
901	1.62E-05
902	4.01E-05
903	3.56E-05
904	2.45E-05
NaN	NaN
NaN	NaN
907	1.27E-05
908	1.29E-05
909	1.06E-05
910	8.04E-06
911	1.22E-05
912	1.37E-05
913	1.63E-05
914	1.69E-05
915	2.05E-05
916	1.97E-05
917	2.02E-05
918	1.77E-05
919	1.79E-05
920	2.07E-05
921	2.38E-05
922	2.16E-05
923	1.92E-05
924	1.97E-05
925	1.72E-05
926	1.92E-05
927	2.00E-05
928	1.99E-05
