Time_sec	X_CO2
25.162	8.77E-05
66.162	0.006565061
106.162	0.012820113
147.162	0.017136309
187.162	0.022530291
228.162	0.024897849
268.162	0.025702201
309.162	0.024661955
350.162	0.023554001
390.162	0.020645264
431.162	0.013115775
471.162	0.011123478
512.162	0.007536348
552.162	0.006487985
593.162	0.005627078
634.162	0.004262366
