Time_sec	X_CO2
11.94	0.001319198
52.94	0.000613659
92.94	0.000244419
133.94	0.000287975
174.94	0.001135117
214.94	0.003594663
254.94	0.007298591
295.94	0.00876785
336.94	0.011394824
377.94	0.013133711
417.94	0.015333559
457.94	0.019119681
498.94	0.020414747
539.94	0.020565795
579.94	0.020660501
620.94	0.020728686
660.94	0.020768882
701.94	0.020790879
742.94	0.020787445
782.94	0.020675166
822.94	0.020452914
863.94	0.019055259
904.94	0.015402455
