Time_sec	X_CH4
461.684	0.021597846
463.684	0.021856338
467.684	0.022310981
469.684	0.022283588
471.684	0.021383146
473.684	0.021625918
477.684	0.021756518
479.684	0.022118744
481.684	0.021798379
485.684	0.021140151
487.684	0.021406748
489.684	0.020975299
491.684	0.020834767
495.684	0.020871868
497.684	0.020636251
499.684	0.020432522
501.684	0.019573495
505.684	0.018189918
507.684	0.018024272
509.684	0.018160693
511.684	0.018146605
515.684	0.017710488
517.684	0.0172463
519.684	0.016942597
521.684	0.016628483
525.684	0.016336288
527.684	0.016214197
529.684	0.01606809
533.684	0.015605524
535.684	0.015222048
537.684	0.014384532
539.684	0.01356958
543.684	0.013114358
545.684	0.012840537
547.684	0.012567664
551.684	0.012191431
553.684	0.012165561
555.684	0.011200804
557.684	0.010151118
561.684	0.009562278
563.684	0.008598945
565.684	0.007561177
567.684	0.006620786
571.684	0.006662732
573.684	0.006059297
575.684	0.005895649
579.684	0.005184584
581.684	0.004640175
583.684	0.00363517
585.684	0.00324623
589.684	0.00269779
591.684	0.002026817
593.684	0.001854967
597.684	0.00169431
599.684	0.001353434
601.684	0.001438396
605.684	0.000496042
607.684	0.000772958
609.684	0.000240673
613.684	3.19E-13
615.684	0.000345465
617.684	0
619.684	2.83E-08
623.684	0.000298622
625.684	0
627.684	0
631.684	0.00023064
633.684	0.000188745
635.684	0
639.684	0
641.684	0
643.684	0
647.684	0
649.684	0
651.684	0
653.684	0
657.684	0
659.684	0
661.684	0
665.684	0
667.684	0
669.684	0
673.684	0
675.684	0
677.684	0
681.684	0
683.684	0
685.684	0
689.684	0
691.684	0
693.684	0
697.684	0
699.684	0
701.684	0
705.684	0
707.684	0
709.684	0
713.684	0
715.684	0
717.684	0
721.684	0
723.684	0
725.684	0
729.684	0
731.684	0
733.684	0
737.684	0
739.684	0
741.684	0
745.684	0
747.684	0
749.684	0
753.684	0
755.684	0
757.684	0
761.684	0
763.684	0
765.684	0
769.684	0
771.684	0
775.684	0
777.684	0
779.684	0
783.684	0
785.684	0
787.684	0
791.684	0
793.684	0
795.684	0
799.684	0
801.684	0
805.684	0
807.684	0
809.684	0
813.684	0
815.684	0
817.684	0
821.684	0
823.684	0
827.684	0
829.684	0
831.684	0
835.684	0
837.684	0
839.684	0
843.684	0
845.684	0
849.684	0
851.684	0
855.684	0
857.684	0
859.684	0
863.684	0
865.684	0
867.684	0
871.684	0
873.684	0
877.684	0
879.684	0
881.684	0
885.684	0
887.684	0
891.684	0
893.684	0
897.684	0
899.684	0
901.684	0
905.684	0
907.684	0
911.684	0
913.684	0
915.684	0
919.684	0
921.684	0
925.684	0
927.684	0
931.684	0
933.684	0
935.684	0
939.684	0
941.684	0
945.684	0
