Time_sec	X_C2H2
459.684	0.002904766
461.684	0.002797199
463.684	0.002737725
467.684	0.002666063
469.684	0.002616608
471.684	0.002529316
473.684	0.002467439
477.684	0.002457298
479.684	0.002453306
481.684	0.002404388
485.684	0.002344312
487.684	0.002326945
489.684	0.002275582
491.684	0.002252635
495.684	0.002257212
497.684	0.002230892
499.684	0.00220235
501.684	0.002177854
505.684	0.002143828
507.684	0.002143082
509.684	0.002090713
511.684	0.002056826
515.684	0.002044852
517.684	0.002027812
519.684	0.002007589
521.684	0.001983709
525.684	0.001911713
527.684	0.001878172
529.684	0.001865186
533.684	0.00178627
535.684	0.001686194
537.684	0.001625994
539.684	0.001566559
543.684	0.001569672
545.684	0.00154008
547.684	0.001534092
551.684	0.001538171
553.684	0.001481191
555.684	0.001403323
557.684	0.001283315
561.684	0.001138367
563.684	0.00098441
565.684	0.00081243
567.684	0.000658021
571.684	0.000527981
573.684	0.000415421
575.684	0.000327003
579.684	0.000256894
581.684	0.000203199
583.684	0.000154816
585.684	0.000127579
589.684	9.49E-05
591.684	8.12E-05
593.684	6.45E-05
597.684	5.38E-05
599.684	5.17E-05
601.684	4.21E-05
605.684	3.97E-05
607.684	4.15E-05
609.684	3.56E-05
613.684	3.07E-05
615.684	3.13E-05
617.684	2.89E-05
619.684	2.97E-05
623.684	2.77E-05
625.684	2.25E-05
627.684	2.46E-05
631.684	2.25E-05
633.684	2.26E-05
635.684	2.64E-05
639.684	1.74E-05
641.684	1.66E-05
643.684	1.74E-05
647.684	2.16E-05
649.684	1.85E-05
651.684	1.53E-05
653.684	1.50E-05
657.684	1.73E-05
659.684	2.45E-05
661.684	1.89E-05
665.684	2.00E-05
667.684	2.06E-05
669.684	2.72E-05
673.684	2.04E-05
675.684	2.55E-05
677.684	2.13E-05
681.684	2.35E-05
683.684	2.19E-05
685.684	1.84E-05
689.684	2.43E-05
691.684	2.51E-05
693.684	1.86E-05
697.684	1.97E-05
699.684	2.01E-05
701.684	2.09E-05
705.684	2.62E-05
707.684	2.48E-05
709.684	2.37E-05
713.684	2.58E-05
715.684	2.36E-05
717.684	1.91E-05
721.684	2.35E-05
723.684	2.58E-05
725.684	2.02E-05
729.684	2.77E-05
731.684	2.45E-05
733.684	2.34E-05
737.684	2.26E-05
739.684	2.99E-05
741.684	2.39E-05
745.684	2.27E-05
747.684	2.47E-05
749.684	2.46E-05
753.684	2.37E-05
755.684	2.49E-05
757.684	2.66E-05
761.684	2.52E-05
763.684	2.61E-05
765.684	2.36E-05
769.684	2.15E-05
771.684	2.25E-05
775.684	2.45E-05
777.684	2.09E-05
779.684	2.35E-05
783.684	1.93E-05
785.684	2.52E-05
787.684	2.20E-05
791.684	1.95E-05
793.684	1.69E-05
795.684	1.73E-05
799.684	1.41E-05
801.684	1.63E-05
805.684	1.65E-05
807.684	1.75E-05
809.684	9.17E-06
813.684	0
815.684	0
817.684	0
821.684	0
823.684	0
827.684	0
829.684	0
831.684	0
835.684	0
837.684	0
839.684	0
843.684	0
845.684	0
849.684	0
851.684	0
855.684	0
857.684	0
859.684	0
863.684	0
865.684	0
867.684	0
871.684	0
873.684	0
877.684	0
879.684	0
881.684	0
885.684	0
887.684	0
891.684	0
893.684	0
897.684	0
899.684	0
901.684	0
905.684	0
907.684	0
911.684	0
913.684	0
915.684	0
919.684	0
921.684	0
925.684	0
927.684	0
931.684	0
933.684	0
935.684	0
939.684	0
941.684	0
945.684	0
