Time_sec	X_HCN
441.684	0.000701002
445.684	0.000739304
447.684	0.000764838
449.684	0.000794889
451.684	0.000807644
453.684	0.000826673
457.684	0.000827406
459.684	0.000839564
461.684	0.000840727
463.684	0.000850169
467.684	0.000851716
469.684	0.000857914
471.684	0.000856543
473.684	0.000855224
477.684	0.000851368
479.684	0.000844452
481.684	0.000841554
485.684	0.00083655
487.684	0.000833789
489.684	0.000832238
491.684	0.000830012
495.684	0.000827041
497.684	0.000822974
499.684	0.000802513
501.684	0.000803146
505.684	0.000801302
507.684	0.000799083
509.684	0.00079873
511.684	0.000803488
515.684	0.000798903
517.684	0.000796565
519.684	0.000797666
521.684	0.00079702
525.684	0.000794266
527.684	0.000792935
529.684	0.000789271
533.684	0.00078492
535.684	0.00078335
537.684	0.000779757
539.684	0.000771928
543.684	0.000763483
545.684	0.00074925
547.684	0.000736621
551.684	0.000720626
553.684	0.000706152
555.684	0.000691405
557.684	0.000678743
561.684	0.000664855
563.684	0.000651031
565.684	0.000632262
567.684	0.000613757
571.684	0.000595024
573.684	0.000570629
575.684	0.000547188
579.684	0.000522903
581.684	0.000497552
583.684	0.00047617
585.684	0.000452797
589.684	0.000433613
591.684	0.000412438
593.684	0.000397983
597.684	0.000378028
599.684	0.000362639
601.684	0.000347506
605.684	0.000338638
607.684	0.000326866
609.684	0.000318462
613.684	0.00030966
615.684	0.000301772
617.684	0.000295369
619.684	0.000290331
623.684	0.000281416
625.684	0.000276616
627.684	0.000271164
631.684	0.000265401
633.684	0.000260595
635.684	0.000256641
639.684	0.000250781
641.684	0.00024835
643.684	0.000244353
647.684	0.000240966
649.684	0.000236124
651.684	0.000233299
653.684	0.000230632
657.684	0.00022879
659.684	0.000224265
661.684	0.000222387
665.684	0.000220542
667.684	0.000218034
669.684	0.000214773
673.684	0.000213678
675.684	0.000210036
677.684	0.000207846
681.684	0.000206674
683.684	0.000203813
685.684	0.000201396
689.684	0.000200167
691.684	0.000197393
693.684	0.000196942
697.684	0.000192544
699.684	0.000190739
701.684	0.000189759
705.684	0.000186928
707.684	0.000183688
709.684	0.000183387
713.684	0.000182248
715.684	0.000179684
717.684	0.000178921
721.684	0.00017706
723.684	0.00017379
725.684	0.000173477
729.684	0.000171642
731.684	0.000170776
733.684	0.000170421
737.684	0.000167057
739.684	0.00016625
741.684	0.00016488
745.684	0.000161244
747.684	0.000161586
749.684	0.000161427
753.684	0.000158588
755.684	0.000158001
757.684	0.000156949
761.684	0.000155282
763.684	0.000153326
765.684	0.000152435
769.684	0.000151716
771.684	0.000149881
775.684	0.000149536
777.684	0.000149493
779.684	0.00014667
783.684	0.0001448
785.684	0.000143973
787.684	0.000143677
791.684	0.000142649
793.684	0.0001412
795.684	0.000141668
799.684	0.00013908
801.684	0.000139366
805.684	0.000138431
807.684	0.000137339
809.684	0.000144135
813.684	0.00014347
815.684	0.000141203
817.684	0.000141471
821.684	0.000140677
823.684	0.000140083
827.684	0.000140369
829.684	0.000137957
831.684	0.000137034
835.684	0.000137137
837.684	0.00013274
839.684	0.000135341
843.684	0.000131575
845.684	0.000132186
849.684	0.000131328
851.684	0.000128908
855.684	0.000128418
857.684	0.000128203
859.684	0.000127082
863.684	0.000126385
865.684	0.00012588
867.684	0.000125364
871.684	0.000124115
873.684	0.000124415
877.684	0.000123979
879.684	0.000123401
881.684	0.000121691
885.684	0.000121572
887.684	0.000121372
891.684	0.000118415
893.684	0.000114659
897.684	0.000113114
899.684	0.000112532
901.684	0.000112256
905.684	0.000112129
907.684	0.000109195
911.684	0.000110916
913.684	0.000110871
915.684	0.000109644
919.684	0.000108944
921.684	0.000108171
925.684	0.000108317
927.684	0.000108837
931.684	0.000107335
933.684	0.00010853
935.684	0.000107027
939.684	0.000105711
941.684	0.000104932
945.684	0.00010582
