Time_sec	X_C6H6
181	0.000323482
182	0.000314587
183	0.000305853
184	0.000302912
185	0.00028442
186	0.000289349
187	0.00029691
188	0.000282578
189	0.000251098
190	0.000222969
191	0.000196308
192	0.000191529
193	0.000155518
194	0.000161866
195	0.000133235
196	0.000126172
197	0.000124068
198	0.000120082
199	0.000123698
200	0.000128624
201	0.00013978
202	0.000144489
203	0.000138554
204	0.000141323
205	0.00012523
206	0.000120212
207	0.000112
208	0.000113235
209	0.000122894
210	0.000139313
211	0.000152298
212	0.000176099
213	0.000178653
214	0.000204151
215	0.000199008
216	0.000199517
217	0.000231579
218	0.000241648
219	0.000234715
220	0.000225049
221	0.000228666
222	0.00021153
223	0.000198455
224	0.000182105
225	0.000189011
226	0.000167895
227	0.000173688
228	0.00017601
229	0.000163932
230	0.000153501
231	0.000152277
232	0.000149725
233	0.000145434
234	0.000140639
235	0.000150269
236	0.000152187
237	0.000139954
238	0.000136706
239	0.000127479
240	0.000125838
241	0.000140488
242	0.000152659
243	0.000162662
244	0.000167832
245	0.000172455
246	0.000158484
247	0.000159302
248	0.000146071
249	0.000129465
250	0.000131883
251	0.000119969
252	0.000112362
253	9.71E-05
254	8.39E-05
255	7.34E-05
256	6.01E-05
257	5.56E-05
258	5.05E-05
259	4.77E-05
260	3.54E-05
261	3.26E-05
262	4.14E-05
263	5.32E-05
264	3.95E-05
265	4.14E-05
266	3.19E-05
267	2.80E-05
268	1.85E-05
269	2.32E-05
270	1.70E-05
271	1.61E-05
272	1.34E-05
273	3.06E-05
274	1.22E-05
275	1.65E-05
276	1.91E-05
277	1.62E-05
278	1.31E-05
279	1.53E-05
280	2.87E-05
281	4.25E-05
282	1.38E-05
283	3.01E-05
284	3.32E-05
285	1.94E-05
286	1.94E-05
287	1.28E-05
288	1.08E-05
289	2.59E-05
290	1.54E-05
291	2.76E-05
292	1.00E-05
293	9.93E-06
294	1.42E-05
295	2.06E-05
296	1.00E-05
297	4.73E-05
298	2.33E-05
299	1.03E-05
300	1.81E-05
301	1.55E-05
302	1.36E-05
303	2.33E-05
304	1.32E-05
305	9.64E-06
306	1.27E-05
307	1.14E-05
308	6.88E-06
309	1.29E-05
310	7.89E-06
311	1.47E-05
312	7.81E-06
313	2.00E-05
314	2.75E-05
315	1.38E-05
316	6.93E-06
317	1.47E-05
318	7.75E-06
319	1.87E-05
320	1.02E-05
321	1.19E-05
322	1.56E-05
323	1.76E-05
324	1.07E-05
325	8.52E-06
326	8.51E-06
327	1.00E-05
328	1.91E-05
329	1.29E-05
330	1.11E-05
331	5.75E-06
332	1.27E-05
333	1.70E-05
334	7.34E-06
335	1.21E-05
336	7.20E-06
337	1.81E-05
338	6.47E-06
339	1.20E-05
340	7.17E-06
341	1.48E-05
342	1.02E-05
343	4.21E-06
344	1.23E-05
345	1.56E-05
346	9.03E-06
347	1.40E-05
348	2.32E-05
349	1.06E-05
350	3.04E-05
351	1.24E-05
352	1.20E-05
353	3.58E-06
354	5.76E-06
355	7.49E-06
356	9.02E-06
357	2.98E-06
358	9.51E-06
359	1.61E-05
360	9.18E-06
361	5.83E-06
362	9.97E-06
363	2.49E-06
364	9.73E-06
365	6.34E-06
366	1.01E-05
367	6.42E-06
368	1.08E-05
369	8.62E-06
370	9.88E-06
371	5.26E-06
372	3.59E-06
373	8.64E-06
374	9.29E-06
375	3.67E-06
376	5.37E-06
377	9.75E-06
378	8.57E-06
379	1.10E-06
380	7.40E-06
381	3.52E-06
382	7.69E-07
383	1.11E-05
384	3.70E-06
385	2.63E-06
386	7.99E-06
387	2.26E-06
388	7.84E-06
389	9.76E-06
390	1.23E-06
391	3.42E-06
392	9.84E-06
393	9.01E-06
394	1.33E-05
395	1.35E-05
396	4.66E-06
397	1.38E-06
398	1.20E-05
399	8.19E-06
400	5.58E-06
401	3.29E-06
402	5.77E-08
