Time_sec	X_CO2
11.826	0.000961146
52.826	7.28E-05
93.826	6.84E-05
133.826	0.001207896
174.826	0.003732287
214.826	0.006492106
255.826	0.010959646
295.826	0.012916082
336.826	0.013092802
377.826	0.013526316
417.826	0.013426642
458.826	0.008628081
498.826	0.00312064
539.826	0.001941154
580.826	0.001693082
