Time_sec	X_CO2
15.445	2.03E-07
56.445	6.20E-06
96.445	8.53E-05
137.445	0.009584981
178.445	0.011374692
218.445	0.011933845
259.445	0.013112428
299.445	0.015078544
340.445	0.020264848
381.445	0.021208027
421.445	0.02250508
461.445	0.022824964
502.445	0.022912143
543.445	0.022900587
583.445	0.022845072
624.445	0.022737974
664.445	0.022510644
705.445	0.022196686
745.445	0.020764575
786.445	0.017243685
827.445	0.013422094
867.445	0.012754193
