Time_sec	X_CO2
37.344	0.000890748
78.344	0.004800866
118.344	0.014699993
159.344	0.018517378
199.344	0.016967805
240.344	0.018272762
281.344	0.018611246
321.344	0.020068868
361.344	0.020646651
402.344	0.024476565
443.344	0.033122699
483.344	0.049190487
524.344	0.057237376
564.344	0.063463443
605.344	0.068731499
645.344	0.068711881
686.344	0.06347694
727.344	0.053447031
767.344	0.04137653
808.344	0.033177227
848.344	0.029758072
889.344	0.02523041
929.344	0.024571457
